output_x,output_y,output_z,time
-2.64,-1.04,0.35,166989
-2.57,-1.11,0.35,167019
-2.64,-1.11,0.35,167048
-2.5,-0.97,0.28,167077
-2.64,-1.04,0.35,167106
-2.57,-1.11,0.42,167136
-2.57,-1.04,0.35,167164
-2.57,-1.11,0.21,167194
-2.5,-1.04,0.35,167223
-2.57,-1.04,0.21,167251
-2.5,-1.11,0.35,167281
-2.64,-1.04,0.35,167310
-2.64,-1.11,0.28,167340
-2.57,-1.04,0.28,167368
-2.64,-1.11,0.28,167398
-2.57,-1.11,0.35,167427
-2.57,-1.18,0.35,167455
-2.64,-1.11,0.35,167485
-2.57,-1.11,0.28,167514
-2.5,-1.04,0.35,167543
-2.57,-1.04,0.35,167572
-2.57,-1.04,0.35,167602
-2.5,-1.04,0.42,167630
-2.71,-1.04,0.35,167660
-2.64,-1.04,0.35,167689
-2.57,-1.11,0.28,167717
-2.57,-1.04,0.28,167747
-2.64,-1.11,0.21,167776
-2.5,-0.97,0.21,167805
-2.57,-1.11,0.28,167834
-2.57,-1.04,0.28,167864
-2.57,-1.11,0.42,167892
-2.57,-1.11,0.28,167921
-2.64,-1.04,0.35,167951
-2.64,-1.11,0.42,167980
-2.64,-1.11,0.28,168009
-2.57,-1.11,0.28,168038
-2.5,-0.97,0.28,168068
-2.57,-1.04,0.35,168096
-2.57,-1.25,0.35,168126
-2.57,-1.11,0.35,168155
-2.64,-1.18,0.35,168183
-2.57,-1.11,0.35,168213
-2.57,-1.04,0.28,168242
-2.57,-1.11,0.35,168271
-2.57,-0.97,0.35,168300
-2.64,-1.04,0.35,168330
-2.57,-1.04,0.28,168358
-2.71,-1.04,0.35,168387
-2.57,-1.11,0.28,168417
-2.57,-1.04,0.28,168445
-2.57,-1.11,0.28,168475
-2.64,-1.04,0.28,168504
-2.64,-1.04,0.42,168534
-2.5,-1.11,0.35,168562
-2.57,-1.04,0.35,168592
-2.64,-1.11,0.35,168621
-2.57,-1.04,0.28,168649
-2.64,-1.04,0.35,168679
-2.64,-1.11,0.35,168708
-2.57,-1.04,0.35,168737
-2.5,-1.04,0.35,168766
-2.57,-0.97,0.35,168796
-2.64,-1.18,0.35,168824
-2.57,-1.04,0.28,168853
-2.57,-1.11,0.28,168883
-2.71,-1.04,0.35,168911
-2.64,-1.04,0.28,168941
-2.5,-1.04,0.28,168970
-2.64,-1.04,0.28,168999
-2.64,-1.11,0.35,169028
-2.57,-1.04,0.28,169058
-2.5,-1.04,0.28,169086
-2.57,-1.04,0.35,169115
-2.57,-1.11,0.28,169145
-2.57,-1.04,0.28,169174
-2.57,-1.11,0.35,169203
-2.64,-1.18,0.35,169232
-2.57,-1.11,0.35,169262
-2.57,-1.11,0.35,169290
-2.5,-1.04,0.28,169319
-2.64,-1.11,0.28,169349
-2.71,-1.04,0.35,169377
-2.71,-0.97,0.35,169407
-2.57,-1.11,0.28,169436
-2.57,-0.97,0.28,169465
-2.64,-1.18,0.35,169494
-2.64,-1.04,0.42,169524
-2.57,-1.04,0.28,169552
-2.64,-1.04,0.28,169581
-2.57,-1.11,0.42,169611
-2.64,-1.04,0.35,169639
-2.57,-0.97,0.28,169669
-2.57,-1.11,0.42,169698
-2.64,-1.11,0.28,169728
-2.5,-1.04,0.28,169756
-2.64,-1.11,0.35,169785
-2.57,-1.04,0.28,169815
-2.64,-1.11,0.35,169843
-2.64,-1.04,0.35,169873
-2.64,-1.04,0.35,169902
-2.71,-1.11,0.28,169931
-2.57,-1.04,0.28,169960
-2.57,-1.04,0.28,169990
-2.64,-1.11,0.35,170018
-2.64,-1.11,0.35,170047
-2.57,-1.11,0.35,170077
-2.57,-1.11,0.28,170105
-2.5,-1.11,0.28,170135
-2.57,-1.11,0.42,170164
-2.64,-1.11,0.28,170193
-2.64,-1.04,0.28,170222
-2.57,-1.04,0.35,170251
-2.57,-1.11,0.35,170280
-2.5,-1.18,0.35,170309
-2.57,-1.04,0.28,170339
-2.5,-1.04,0.28,170368
-2.57,-1.11,0.35,170397
-2.64,-1.04,0.28,170426
-2.57,-1.11,0.35,170456
-2.57,-1.11,0.28,170484
-2.57,-1.04,0.28,170513
-2.64,-1.11,0.28,170543
-2.57,-1.11,0.35,170571
-2.71,-1.25,0.28,170601
-2.64,-0.97,0.28,170630
-2.57,-1.11,0.28,170659
-2.64,-1.11,0.35,170688
-2.64,-1.04,0.28,170718
-2.57,-1.18,0.35,170746
-2.57,-1.18,0.35,170775
-2.64,-0.97,0.35,170805
-2.64,-1.04,0.42,170833
-2.57,-1.04,0.28,170863
-2.57,-1.18,0.35,170892
-2.57,-1.11,0.35,170921
-2.64,-1.04,0.35,170950
-2.57,-1.11,0.35,170979
-2.57,-1.11,0.28,171009
-2.71,-1.11,0.35,171037
-2.57,-1.11,0.28,171067
-2.57,-1.04,0.35,171096
-2.64,-1.04,0.28,171125
-2.64,-1.04,0.28,171154
-2.57,-1.04,0.21,171183
-2.57,-1.04,0.35,171212
-2.57,-1.11,0.35,171241
-2.64,-1.11,0.28,171271
-2.57,-1.11,0.35,171299
-2.57,-1.04,0.28,171329
-2.57,-1.11,0.35,171358
-2.57,-1.11,0.35,171387
-2.57,-1.11,0.42,171416
-2.57,-1.11,0.28,171445
-2.57,-1.11,0.42,171474
-2.64,-1.11,0.42,171503
-2.64,-1.04,0.35,171533
-2.57,-1.04,0.28,171561
-2.57,-1.11,0.28,171591
-2.64,-1.18,0.35,171620
-2.57,-1.11,0.28,171649
-2.57,-1.11,0.35,171678
-2.64,-1.11,0.35,171707
-2.5,-1.11,0.28,171737
-2.64,-1.04,0.28,171765
-2.64,-1.04,0.42,171795
-2.57,-1.04,0.35,171824
-2.5,-1.11,0.35,171853
-2.57,-1.11,0.35,171882
-2.5,-1.04,0.28,171911
-2.5,-1.11,0.35,171940
-2.57,-1.11,0.35,171969
-2.64,-1.11,0.35,171999
-2.57,-1.04,0.35,172027
-2.57,-1.11,0.28,172057
-2.64,-1.04,0.28,172086
-2.5,-1.04,0.35,172114
-2.64,-1.11,0.28,172144
-2.64,-1.11,0.35,172173
-2.71,-1.11,0.35,172203
-2.64,-1.04,0.28,172231
-2.57,-0.97,0.35,172261
-2.57,-1.04,0.28,172290
-2.64,-1.25,0.35,172319
-2.64,-1.11,0.42,172348
-2.57,-1.18,0.35,172377
-2.57,-1.04,0.35,172406
-2.57,-1.04,0.28,172435
-2.64,-1.04,0.35,172465
-2.64,-1.11,0.35,172493
-2.64,-1.04,0.35,172523
-2.64,-1.11,0.42,172552
-2.5,-1.11,0.35,172580
-2.64,-1.18,0.35,172610
-2.57,-0.97,0.35,172639
-2.5,-1.04,0.35,172668
-2.5,-1.11,0.35,172697
-2.64,-1.04,0.42,172727
-2.5,-1.04,0.35,172755
-2.5,-1.11,0.35,172785
-2.71,-1.11,0.28,172814
-2.57,-1.11,0.28,172843
-2.64,-1.11,0.35,172872
-2.57,-0.97,0.35,172901
-2.64,-1.11,0.35,172931
-2.57,-1.11,0.35,172959
-2.64,-1.11,0.35,172989
-2.64,-1.11,0.42,173018
-2.5,-1.04,0.35,173046
-2.5,-1.11,0.28,173076
-2.57,-1.04,0.28,173105
-2.64,-1.18,0.35,173134
-2.64,-1.04,0.35,173163
-2.57,-1.18,0.35,173193
-2.64,-1.11,0.35,173221
-2.64,-1.11,0.35,173251
-2.71,-1.18,0.28,173280
-2.64,-1.11,0.28,173308
-2.57,-1.11,0.35,173338
-2.64,-1.11,0.28,173367
-2.64,-1.04,0.28,173396
-2.5,-1.11,0.28,173425
-2.57,-1.11,0.21,173455
-2.64,-0.97,0.35,173484
-2.57,-1.18,0.35,173512
-2.64,-1.11,0.35,173542
-2.71,-1.11,0.35,173571
-2.64,-1.18,0.21,173600
-2.57,-1.11,0.35,173629
-2.57,-1.11,0.35,173659
-2.57,-1.04,0.35,173687
-2.57,-1.04,0.28,173717
-2.57,-1.11,0.28,173746
-2.64,-1.04,0.28,173774
-2.57,-0.97,0.35,173804
-2.57,-1.11,0.21,173833
-2.57,-1.11,0.28,173862
-2.57,-1.11,0.35,173891
-2.64,-1.18,0.35,173921
-2.57,-1.11,0.35,173949
-2.64,-1.04,0.35,173978
-2.57,-1.11,0.28,174008
-2.64,-1.11,0.28,174036
-2.64,-1.18,0.28,174066
-2.57,-1.18,0.28,174095
-2.57,-1.04,0.35,174125
-2.57,-1.18,0.28,174153
-2.64,-1.11,0.28,174183
-2.64,-1.11,0.28,174212
-2.57,-1.11,0.35,174240
-2.5,-1.11,0.28,174270
-2.64,-0.97,0.28,174299
-2.71,-1.04,0.21,174328
-2.5,-1.04,0.42,174357
-2.64,-1.11,0.42,174387
-2.64,-1.11,0.35,174415
-2.57,-1.11,0.21,174444
-2.5,-1.11,0.35,174474
-2.57,-1.04,0.35,174502
-2.64,-1.11,0.28,174532
-2.57,-1.18,0.35,174561
-2.64,-1.11,0.35,174590
-2.5,-1.04,0.35,174619
-2.57,-1.04,0.35,174649
-2.64,-1.04,0.28,174678
-2.64,-1.11,0.28,174706
-2.5,-1.04,0.35,174736
-2.57,-1.11,0.35,174765
-2.71,-1.04,0.35,174794
-2.5,-1.04,0.28,174823
-2.57,-1.11,0.35,174853
-2.57,-1.18,0.28,174881
-2.57,-1.11,0.28,174910
-2.71,-1.04,0.28,174940
-2.57,-1.18,0.35,174968
-2.64,-1.18,0.35,174998
-2.64,-1.11,0.35,175027
-2.57,-1.11,0.35,175056
-2.5,-1.04,0.42,175085
-2.57,-1.04,0.35,175115
-2.57,-0.97,0.28,175143
-2.57,-1.04,0.35,175172
-2.57,-1.11,0.28,175202
-2.57,-1.04,0.35,175230
-2.5,-1.04,0.28,175260
-2.57,-1.11,0.35,175289
-2.43,-1.11,0.28,175319
-2.5,-1.04,0.28,175347
-2.64,-1.11,0.28,175376
-2.64,-1.18,0.35,175406
-2.64,-1.11,0.35,175434
-2.5,-1.04,0.28,175464
-2.57,-1.04,0.28,175493
-2.57,-1.04,0.35,175522
-2.5,-1.04,0.35,175551
-2.71,-1.04,0.35,175581
-2.57,-1.04,0.28,175609
-2.57,-1.04,0.28,175638
-2.5,-1.04,0.42,175668
-2.57,-1.04,0.35,175696
-2.64,-1.04,0.35,175726
-2.57,-1.18,0.35,175755
-2.64,-1.11,0.28,175784
-2.57,-1.11,0.28,175813
-2.64,-1.11,0.35,175842
-2.57,-1.11,0.28,175872
-2.64,-0.97,0.28,175900
-2.64,-1.18,0.28,175930
-2.57,-0.97,0.28,175959
-2.5,-1.11,0.35,175988
-2.57,-1.04,0.35,176017
-2.64,-1.04,0.35,176047
-2.57,-1.04,0.35,176075
-2.5,-1.11,0.35,176104
-2.57,-1.11,0.35,176134
-2.57,-1.11,0.35,176162
-2.5,-1.04,0.28,176192
-2.64,-1.11,0.28,176221
-2.64,-1.11,0.35,176250
-2.64,-0.97,0.35,176279
-2.57,-1.11,0.35,176308
-2.64,-1.11,0.35,176337
-2.57,-1.11,0.28,176366
-2.5,-1.04,0.28,176396
-2.57,-1.04,0.35,176424
-2.64,-1.04,0.35,176454
-2.64,-1.11,0.28,176483
-2.64,-1.18,0.35,176513
-2.57,-1.04,0.28,176541
-2.71,-1.11,0.42,176570
-2.64,-1.11,0.28,176600
-2.64,-1.04,0.28,176628
-2.57,-1.11,0.28,176658
-2.57,-1.04,0.28,176687
-2.64,-1.04,0.35,176716
-2.64,-1.04,0.28,176745
-2.57,-1.04,0.28,176774
-2.57,-1.04,0.28,176803
-2.57,-1.11,0.21,176832
-2.57,-1.11,0.35,176862
-2.5,-1.18,0.28,176890
-2.57,-1.04,0.35,176920
-2.57,-1.04,0.28,176949
-2.57,-1.11,0.35,176978
-2.57,-1.04,0.28,177007
-2.64,-1.11,0.42,177036
-2.57,-1.11,0.28,177065
-2.5,-1.04,0.42,177094
-2.64,-1.18,0.35,177124
-2.64,-1.11,0.28,177153
-2.64,-0.97,0.35,177182
-2.57,-0.97,0.28,177211
-2.5,-1.11,0.35,177240
-2.57,-1.04,0.28,177269
-2.64,-1.18,0.28,177298
-2.64,-1.11,0.35,177328
-2.57,-1.04,0.35,177356
-2.64,-1.11,0.35,177386
-2.5,-1.11,0.28,177415
-2.57,-1.11,0.28,177444
-2.57,-1.04,0.42,177473
-2.57,-1.11,0.35,177502
-2.57,-0.97,0.35,177531
-2.5,-1.11,0.35,177560
-2.5,-1.18,0.35,177590
-2.71,-1.11,0.35,177618
-2.64,-1.11,0.35,177648
-2.5,-1.04,0.35,177677
-2.64,-1.04,0.28,177705
-2.64,-0.97,0.28,177735
-2.57,-1.11,0.21,177764
-2.5,-1.04,0.35,177794
-2.57,-1.04,0.28,177822
-2.57,-1.11,0.28,177852
-2.57,-1.04,0.35,177881
-2.57,-1.11,0.42,177910
-2.57,-1.04,0.28,177939
-2.64,-0.97,0.35,177968
-2.64,-1.04,0.28,177997
-2.57,-1.04,0.28,178026
-2.64,-1.04,0.28,178056
-2.57,-1.11,0.28,178084
-2.57,-1.04,0.28,178114
-2.64,-1.04,0.28,178143
-2.57,-1.04,0.28,178171
-2.5,-1.11,0.28,178201
-2.5,-1.11,0.35,178230
-2.57,-1.04,0.42,178259
-2.57,-1.18,0.35,178288
-2.71,-1.11,0.28,178318
-2.64,-1.18,0.35,178347
-2.57,-1.04,0.35,178376
-2.5,-1.11,0.28,178405
-2.64,-1.04,0.35,178434
-2.71,-1.04,0.28,178463
-2.5,-1.11,0.28,178492
-2.64,-1.04,0.35,178522
-2.5,-0.97,0.35,178550
-2.57,-1.18,0.28,178580
-2.57,-1.04,0.21,178609
-2.57,-1.11,0.35,178637
-2.57,-1.04,0.35,178667
-2.57,-1.04,0.35,178696
-2.57,-1.11,0.35,178725
-2.57,-1.04,0.35,178754
-2.57,-1.11,0.28,178784
-2.64,-1.04,0.35,178812
-2.5,-1.18,0.28,178842
-2.57,-1.11,0.28,178871
-2.71,-1.04,0.42,178899
-2.57,-1.11,0.28,178929
-2.57,-1.04,0.28,178958
-2.57,-1.11,0.35,178988
-2.64,-1.04,0.28,179016
-2.57,-1.11,0.35,179046
-2.5,-1.11,0.42,179075
-2.71,-1.18,0.35,179103
-2.57,-1.11,0.35,179133
-2.57,-1.04,0.28,179162
-2.57,-0.97,0.21,179191
-2.64,-1.11,0.35,179220
-2.64,-1.04,0.28,179250
-2.5,-1.18,0.35,179278
-2.5,-1.11,0.35,179308
-2.57,-1.04,0.21,179337
-2.57,-1.11,0.28,179365
-2.57,-1.04,0.35,179395
-2.64,-1.04,0.28,179424
-2.57,-1.04,0.42,179453
-2.64,-1.04,0.28,179482
-2.57,-1.18,0.28,179512
-2.64,-1.11,0.28,179540
-2.57,-1.11,0.28,179569
-2.57,-1.11,0.35,179599
-2.57,-1.11,0.35,179628
-2.64,-1.04,0.28,179657
-2.57,-1.04,0.28,179686
-2.5,-1.11,0.35,179716
-2.64,-1.11,0.28,179744
-2.64,-1.04,0.28,179774
-2.57,-1.04,0.28,179803
-2.57,-1.11,0.28,179831
-2.5,-1.18,0.35,179861
-2.64,-1.04,0.28,179890
-2.57,-1.11,0.28,179919
-2.5,-1.04,0.28,179948
-2.57,-1.11,0.35,179978
-2.57,-1.04,0.28,180006
-2.57,-1.04,0.28,180035
-2.5,-1.04,0.35,180065
-2.57,-1.11,0.35,180093
-2.64,-1.04,0.28,180123
-2.64,-1.11,0.28,180152
-2.5,-1.04,0.35,180182
-2.57,-1.11,0.28,180210
-2.57,-1.11,0.42,180240
-2.5,-1.04,0.35,180269
-2.57,-1.11,0.28,180297
-2.57,-1.11,0.35,180327
-2.64,-1.11,0.35,180356
-2.64,-1.04,0.35,180385
-2.57,-1.11,0.28,180414
-2.64,-1.18,0.35,180444
-2.5,-1.11,0.28,180472
-2.57,-1.11,0.28,180501
-2.64,-1.18,0.35,180531
-2.64,-1.04,0.21,180559
-2.64,-1.11,0.35,180589
-2.57,-1.11,0.42,180618
-2.64,-1.11,0.28,180647
-2.57,-1.11,0.42,180676
-2.57,-1.04,0.28,180706
-2.57,-1.18,0.28,180734
-2.64,-1.04,0.28,180763
-2.57,-1.11,0.28,180793
-2.64,-1.04,0.35,180822
-2.5,-1.11,0.35,180851
-2.64,-1.18,0.35,180880
-2.5,-1.04,0.35,180910
-2.57,-1.04,0.35,180938
-2.57,-1.11,0.28,180967
-2.64,-1.04,0.28,180997
-2.57,-1.18,0.42,181025
-2.57,-1.04,0.28,181055
-2.64,-1.18,0.35,181084
-2.57,-1.11,0.35,181113
-2.57,-1.11,0.35,181142
-2.57,-1.04,0.35,181172
-2.64,-1.04,0.28,181200
-2.64,-1.11,0.28,181229
-2.57,-1.04,0.42,181259
-2.57,-1.11,0.28,181287
-2.64,-1.04,0.28,181317
-2.71,-1.04,0.35,181346
-2.64,-1.11,0.42,181376
-2.57,-1.04,0.35,181404
-2.57,-1.11,0.28,181433
-2.5,-1.18,0.28,181463
-2.64,-1.04,0.28,181491
-2.57,-1.04,0.28,181521
-2.57,-1.18,0.28,181550
-2.64,-1.11,0.28,181579
-2.5,-1.11,0.35,181608
-2.57,-1.11,0.35,181638
-2.57,-1.11,0.35,181666
-2.57,-1.04,0.28,181695
-2.5,-1.04,0.35,181725
-2.64,-1.04,0.28,181753
-2.64,-1.04,0.35,181783
-2.64,-1.11,0.35,181812
-2.5,-1.11,0.28,181841
-2.64,-1.11,0.35,181870
-2.57,-0.97,0.28,181899
-2.71,-1.04,0.35,181928
-2.5,-1.25,0.28,181957
-2.57,-1.04,0.35,181987
-2.57,-1.04,0.28,182016
-2.57,-1.04,0.28,182045
-2.57,-1.04,0.35,182074
-2.43,-1.04,0.28,182104
-2.57,-1.11,0.28,182132
-2.5,-1.11,0.28,182161
-2.64,-1.04,0.28,182191
-2.57,-1.11,0.28,182219
-2.57,-1.11,0.35,182249
-2.64,-1.18,0.35,182278
-2.57,-1.18,0.42,182307
-2.64,-0.97,0.28,182336
-2.5,-1.04,0.35,182365
-2.57,-1.04,0.28,182394
-2.57,-1.04,0.28,182423
-2.64,-1.11,0.35,182453
-2.5,-1.04,0.28,182481
-2.57,-1.11,0.42,182511
-2.64,-1.11,0.35,182540
-2.57,-1.18,0.35,182569
-2.64,-1.18,0.42,182598
-2.64,-1.11,0.35,182627
-2.57,-1.04,0.28,182657
-2.57,-1.04,0.28,182685
-2.57,-1.18,0.35,182715
-2.64,-1.11,0.35,182744
-2.57,-1.11,0.28,182773
-2.57,-1.04,0.35,182802
-2.64,-1.04,0.28,182831
-2.57,-1.11,0.35,182860
-2.57,-1.04,0.28,182889
-2.57,-1.11,0.28,182919
-2.57,-1.18,0.35,182947
-2.64,-1.11,0.35,182977
-2.57,-1.04,0.28,183006
-2.57,-1.11,0.35,183035
-2.57,-1.11,0.28,183064
-2.57,-1.04,0.28,183093
-2.64,-1.04,0.35,183122
-2.5,-1.11,0.28,183151
-2.5,-1.04,0.21,183181
-2.57,-1.04,0.28,183209
-2.64,-1.04,0.35,183239
-2.64,-1.04,0.35,183268
-2.57,-1.04,0.28,183297
-2.64,-1.11,0.28,183326
-2.5,-1.11,0.35,183355
-2.64,-1.04,0.28,183385
-2.57,-1.04,0.35,183413
-2.71,-1.04,0.28,183443
-2.64,-1.18,0.35,183472
-2.5,-1.04,0.35,183501
-2.5,-0.97,0.35,183530
-2.57,-1.11,0.21,183559
-2.57,-1.11,0.42,183588
-2.5,-0.97,0.28,183617
-2.5,-1.11,0.42,183647
-2.57,-1.04,0.35,183675
-2.5,-1.18,0.14,183705
-2.57,-1.04,0.35,183734
-2.57,-1.11,0.35,183762
-2.57,-1.04,0.28,183792
-2.57,-1.04,0.21,183821
-2.57,-1.11,0.42,183851
-2.57,-1.18,0.35,183879
-2.64,-1.11,0.35,183909
-2.64,-1.11,0.28,183938
-2.57,-1.04,0.28,183967
-2.5,-1.11,0.35,183996
-2.57,-1.11,0.42,184025
-2.57,-1.04,0.35,184054
-2.57,-1.18,0.35,184083
-2.5,-1.11,0.28,184113
-2.57,-1.11,0.28,184141
-2.64,-0.97,0.35,184171
-2.57,-1.11,0.35,184200
-2.57,-1.11,0.28,184228
-2.57,-1.11,0.42,184258
-2.64,-1.11,0.35,184287
-2.57,-1.11,0.28,184316
-2.57,-1.11,0.28,184345
-2.64,-1.04,0.28,184375
-2.57,-1.11,0.42,184403
-2.64,-1.11,0.35,184433
-2.5,-0.97,0.35,184462
-2.5,-1.11,0.35,184491
-2.57,-1.04,0.42,184520
-2.64,-1.11,0.35,184549
-2.64,-1.04,0.35,184579
-2.57,-1.11,0.35,184607
-2.64,-1.11,0.35,184637
-2.64,-1.04,0.35,184666
-2.64,-1.11,0.28,184694
-2.64,-1.04,0.35,184724
-2.64,-1.04,0.28,184753
-2.57,-1.11,0.35,184782
-2.64,-1.11,0.28,184811
-2.57,-1.18,0.21,184841
-2.57,-1.04,0.35,184869
-2.57,-1.11,0.35,184899
-2.64,-1.11,0.28,184928
-2.64,-1.04,0.21,184956
-2.5,-1.11,0.28,184986
-2.57,-0.97,0.35,185015
-2.64,-1.18,0.28,185044
-2.5,-1.11,0.35,185073
-2.57,-1.11,0.28,185103
-2.57,-0.97,0.35,185132
-2.64,-1.11,0.28,185160
-2.64,-1.04,0.28,185190
-2.64,-1.11,0.35,185219
-2.71,-1.04,0.35,185248
-2.5,-1.04,0.35,185277
-2.57,-1.11,0.28,185307
-2.57,-1.11,0.35,185335
-2.71,-1.11,0.28,185365
-2.57,-1.11,0.28,185394
-2.57,-1.18,0.28,185422
-2.57,-1.11,0.28,185452
-2.57,-1.11,0.35,185481
-2.57,-1.04,0.42,185510
-2.57,-1.11,0.28,185539
-2.57,-1.11,0.28,185569
-2.64,-1.04,0.28,185597
-2.57,-1.11,0.35,185626
-2.64,-1.04,0.35,185656
-2.5,-1.11,0.28,185684
-2.5,-1.04,0.35,185714
-2.5,-1.04,0.35,185743
-2.5,-1.11,0.35,185773
-2.57,-1.18,0.35,185801
-2.5,-1.11,0.28,185831
-2.5,-1.04,0.35,185860
-2.64,-1.04,0.35,185888
-2.57,-1.11,0.35,185918
-2.57,-1.04,0.35,185947
-2.57,-1.04,0.28,185976
-2.57,-1.11,0.28,186005
-2.5,-1.11,0.28,186035
-2.5,-1.04,0.28,186063
-2.64,-1.11,0.28,186092
-2.57,-1.04,0.21,186122
-2.64,-1.18,0.35,186150
-2.64,-1.11,0.35,186180
-2.64,-0.97,0.35,186209
-2.64,-1.11,0.35,186238
-2.57,-1.11,0.28,186267
-2.57,-1.18,0.35,186297
-2.64,-1.04,0.35,186326
-2.5,-1.04,0.28,186354
-2.57,-1.18,0.42,186384
-2.57,-1.04,0.35,186413
-2.64,-1.04,0.35,186442
-2.5,-1.18,0.28,186471
-2.64,-1.11,0.28,186501
-2.57,-1.11,0.35,186529
-2.5,-1.11,0.21,186558
-2.57,-1.11,0.35,186588
-2.5,-1.11,0.28,186616
-2.64,-1.11,0.28,186646
-2.57,-1.04,0.28,186675
-2.71,-1.18,0.35,186704
-2.64,-1.18,0.28,186733
-2.57,-1.04,0.35,186763
-2.57,-1.11,0.28,186791
-2.64,-1.04,0.28,186820
-2.5,-1.04,0.28,186850
-2.5,-1.04,0.42,186878
-2.57,-1.04,0.35,186908
-2.5,-1.04,0.35,186937
-2.71,-1.11,0.28,186967
-2.71,-1.11,0.35,186995
-2.57,-1.04,0.28,187024
-2.57,-1.04,0.28,187054
-2.57,-1.11,0.28,187082
-2.64,-0.97,0.35,187112
-2.64,-1.11,0.35,187141
-2.57,-1.04,0.28,187170
-2.57,-1.11,0.35,187199
-2.64,-1.18,0.35,187229
-2.64,-1.11,0.35,187257
-2.64,-1.04,0.28,187286
-2.57,-1.11,0.28,187316
-2.57,-1.04,0.35,187344
-2.5,-1.11,0.35,187374
-2.5,-1.18,0.35,187403
-2.64,-1.11,0.28,187432
-2.57,-1.11,0.28,187461
-2.57,-1.11,0.35,187490
-2.64,-0.97,0.28,187520
-2.64,-1.18,0.35,187548
-2.64,-1.18,0.28,187578
-2.5,-1.04,0.35,187607
-2.5,-0.97,0.35,187636
-2.64,-1.18,0.28,187665
-2.64,-0.97,0.28,187695
-2.57,-1.11,0.28,187723
-2.5,-1.11,0.35,187752
-2.5,-1.11,0.35,187782
-2.57,-1.11,0.28,187810
-2.64,-1.04,0.35,187840
-2.64,-1.11,0.35,187869
-2.64,-1.04,0.35,187898
-2.57,-1.11,0.35,187927
-2.64,-1.04,0.35,187956
-2.5,-1.04,0.42,187985
-2.57,-1.04,0.35,188014
-2.5,-1.11,0.35,188044
-2.57,-1.11,0.35,188072
-2.5,-1.11,0.35,188102
-2.57,-1.11,0.28,188131
-2.57,-1.11,0.35,188161
-2.64,-1.04,0.35,188189
-2.57,-1.18,0.35,188218
-2.57,-1.04,0.42,188248
-2.64,-1.04,0.42,188276
-2.57,-1.04,0.35,188306
-2.5,-1.11,0.35,188335
-2.57,-1.11,0.35,188364
-2.64,-1.11,0.35,188393
-2.64,-1.11,0.28,188422
-2.64,-1.18,0.28,188451
-2.64,-1.04,0.21,188480
-2.57,-1.11,0.35,188510
-2.64,-1.11,0.35,188538
-2.57,-1.18,0.28,188568
-2.57,-1.11,0.35,188597
-2.64,-1.04,0.21,188626
-2.57,-1.11,0.35,188655
-2.57,-1.18,0.21,188684
-2.57,-1.11,0.42,188713
-2.64,-1.04,0.35,188742
-2.57,-1.11,0.35,188772
-2.57,-0.97,0.28,188801
-2.5,-1.04,0.35,188830
-2.57,-0.97,0.42,188859
-2.57,-1.04,0.28,188888
-2.57,-1.04,0.35,188917
-2.57,-1.04,0.35,188946
-2.64,-1.11,0.35,188976
-2.57,-1.11,0.35,189004
-2.57,-1.18,0.28,189034
-2.57,-1.11,0.35,189063
-2.64,-1.11,0.28,189092
-2.64,-0.97,0.35,189121
-2.57,-1.11,0.28,189150
-2.57,-1.04,0.28,189179
-2.64,-1.11,0.35,189208
-2.57,-1.11,0.35,189238
-2.57,-1.04,0.28,189266
-2.57,-1.11,0.35,189296
-2.64,-1.18,0.28,189325
-2.64,-1.11,0.21,189353
-2.64,-1.11,0.42,189383
-2.5,-1.11,0.28,189412
-2.64,-1.11,0.35,189442
-2.57,-1.11,0.28,189470
-2.57,-1.04,0.28,189500
-2.57,-0.97,0.35,189529
-2.64,-1.04,0.28,189558
-2.5,-1.04,0.28,189587
-2.64,-1.04,0.28,189616
-2.57,-1.04,0.35,189645
-2.57,-1.04,0.35,189674
-2.57,-1.11,0.35,189704
-2.57,-1.04,0.28,189732
-2.5,-1.04,0.28,189762
-2.64,-1.04,0.28,189791
-2.57,-1.04,0.35,189819
-2.5,-1.11,0.35,189849
-2.64,-1.04,0.35,189878
-2.5,-1.11,0.35,189907
-2.57,-1.04,0.28,189936
-2.57,-1.11,0.28,189966
-2.57,-1.11,0.35,189995
-2.43,-1.18,0.28,190024
-2.5,-0.9,0.35,190053
-2.64,-0.97,0.35,190082
-2.57,-1.18,0.35,190111
-2.64,-1.04,0.35,190140
-2.57,-1.18,0.35,190170
-2.57,-0.97,0.28,190198
-2.57,-1.11,0.28,190228
-2.57,-1.04,0.28,190257
-2.71,-1.11,0.42,190285
-2.57,-1.11,0.35,190315
-2.64,-1.04,0.42,190344
-2.57,-1.11,0.28,190373
-2.5,-1.11,0.28,190402
-2.5,-1.11,0.21,190432
-2.57,-1.04,0.42,190460
-2.57,-1.18,0.28,190490
-2.57,-1.11,0.35,190519
-2.57,-1.04,0.35,190547
-2.64,-1.04,0.28,190577
-2.64,-1.04,0.35,190606
-2.57,-1.11,0.35,190636
-2.64,-1.11,0.35,190664
-2.57,-1.11,0.28,190694
-2.57,-1.11,0.28,190723
-2.64,-1.11,0.28,190751
-2.5,-1.04,0.35,190781
-2.57,-1.18,0.28,190810
-2.57,-1.04,0.42,190839
-2.5,-1.04,0.21,190868
-2.5,-1.11,0.28,190898
