output_x,output_y,output_z,time
-2.57,-1.04,0.35,356358
-2.57,-1.04,0.35,356386
-2.64,-1.11,0.28,356415
-2.57,-1.11,0.28,356445
-2.57,-1.11,0.35,356473
-2.64,-1.11,0.35,356503
-2.57,-1.11,0.35,356532
-2.57,-1.04,0.28,356561
-2.5,-1.04,0.35,356590
-2.57,-1.04,0.42,356619
-2.57,-1.11,0.28,356648
-2.57,-1.11,0.21,356677
-2.64,-1.04,0.35,356707
-2.57,-1.04,0.35,356736
-2.57,-1.11,0.35,356765
-2.71,-1.11,0.35,356794
-2.57,-1.04,0.35,356824
-2.57,-1.04,0.35,356852
-2.71,-1.04,0.35,356881
-2.5,-1.18,0.35,356911
-2.64,-1.04,0.35,356939
-2.57,-1.11,0.35,356969
-2.57,-1.18,0.35,356998
-2.57,-1.04,0.28,357027
-2.5,-1.04,0.35,357056
-2.57,-1.11,0.35,357085
-2.64,-1.11,0.28,357114
-2.57,-1.04,0.35,357143
-2.64,-1.04,0.28,357173
-2.57,-1.11,0.35,357201
-2.64,-1.18,0.35,357231
-2.64,-1.04,0.35,357260
-2.57,-1.11,0.21,357289
-2.64,-1.11,0.42,357318
-2.71,-1.11,0.28,357347
-2.71,-1.18,0.28,357377
-2.57,-1.11,0.28,357405
-2.57,-1.11,0.28,357435
-2.57,-1.11,0.28,357464
-2.64,-1.04,0.35,357493
-2.57,-1.04,0.21,357522
-2.5,-1.04,0.42,357551
-2.57,-1.11,0.28,357580
-2.64,-1.04,0.35,357609
-2.64,-1.04,0.28,357639
-2.57,-1.04,0.28,357667
-2.57,-1.11,0.28,357697
-2.57,-1.11,0.28,357726
-2.64,-1.18,0.35,357755
-2.64,-1.04,0.35,357784
-2.64,-1.04,0.28,357813
-2.5,-1.11,0.28,357842
-2.57,-1.04,0.28,357871
-2.57,-1.11,0.28,357901
-2.64,-1.11,0.28,357929
-2.5,-1.04,0.35,357959
-2.57,-1.11,0.35,357988
-2.64,-1.11,0.42,358017
-2.57,-1.11,0.35,358046
-2.57,-1.04,0.35,358075
-2.57,-1.11,0.35,358105
-2.64,-1.04,0.35,358133
-2.64,-0.97,0.28,358163
-2.57,-1.18,0.35,358192
-2.57,-1.11,0.28,358221
-2.57,-1.04,0.28,358250
-2.5,-1.11,0.35,358279
-2.64,-1.04,0.28,358308
-2.64,-1.04,0.35,358337
-2.57,-1.11,0.35,358367
-2.64,-1.04,0.28,358395
-2.57,-1.11,0.28,358425
-2.5,-0.97,0.35,358454
-2.64,-1.11,0.28,358482
-2.57,-1.04,0.28,358512
-2.64,-1.18,0.35,358541
-2.64,-1.04,0.35,358571
-2.57,-1.11,0.35,358599
-2.57,-1.11,0.35,358629
-2.5,-1.04,0.28,358658
-2.64,-1.11,0.35,358687
-2.64,-1.11,0.35,358716
-2.64,-1.04,0.28,358745
-2.64,-1.18,0.35,358774
-2.64,-0.97,0.35,358803
-2.64,-1.04,0.35,358833
-2.57,-1.18,0.35,358861
-2.57,-1.04,0.35,358891
-2.57,-1.04,0.28,358920
-2.57,-1.18,0.35,358948
-2.64,-1.11,0.28,358978
-2.57,-1.11,0.35,359007
-2.64,-1.04,0.35,359036
-2.64,-1.11,0.35,359065
-2.64,-1.04,0.35,359095
-2.5,-1.18,0.35,359123
-2.64,-1.11,0.21,359153
-2.64,-1.11,0.28,359182
-2.5,-1.04,0.28,359211
-2.57,-1.11,0.35,359240
-2.57,-1.18,0.28,359269
-2.64,-1.04,0.21,359299
-2.43,-1.04,0.28,359327
-2.57,-1.11,0.28,359357
-2.57,-1.04,0.28,359386
-2.5,-1.11,0.35,359414
-2.64,-1.11,0.35,359444
-2.5,-1.11,0.35,359473
-2.57,-1.18,0.35,359502
-2.5,-1.11,0.35,359531
-2.64,-1.11,0.35,359561
-2.57,-1.04,0.35,359589
-2.57,-1.04,0.28,359619
-2.5,-1.11,0.35,359648
-2.57,-1.04,0.21,359676
-2.5,-1.04,0.35,359706
-2.64,-1.11,0.28,359735
-2.57,-1.11,0.28,359764
-2.57,-1.04,0.28,359793
-2.43,-1.04,0.28,359823
-2.64,-1.18,0.28,359852
-2.64,-1.11,0.35,359880
-2.57,-1.04,0.28,359910
-2.57,-1.04,0.28,359939
-2.57,-1.04,0.28,359968
-2.57,-1.04,0.28,359997
-2.57,-1.11,0.35,360027
-2.71,-1.04,0.28,360055
-2.64,-1.04,0.28,360085
-2.64,-1.11,0.35,360114
-2.64,-1.11,0.35,360142
-2.64,-1.18,0.28,360172
-2.57,-1.18,0.28,360201
-2.57,-1.04,0.35,360230
-2.57,-1.11,0.28,360259
-2.57,-1.11,0.42,360289
-2.64,-1.11,0.28,360317
-2.64,-1.11,0.28,360346
-2.5,-1.04,0.21,360376
-2.5,-1.11,0.28,360404
-2.64,-1.11,0.42,360434
-2.5,-1.04,0.28,360463
-2.71,-1.04,0.28,360493
-2.5,-1.04,0.35,360521
-2.64,-1.11,0.28,360551
-2.64,-1.11,0.28,360580
-2.64,-1.11,0.35,360608
-2.5,-1.04,0.28,360638
-2.71,-1.11,0.28,360667
-2.57,-1.04,0.35,360696
-2.57,-1.11,0.28,360725
-2.57,-1.11,0.35,360755
-2.5,-1.11,0.35,360783
-2.57,-1.11,0.28,360812
-2.57,-1.25,0.28,360842
-2.57,-1.11,0.28,360870
-2.57,-1.11,0.35,360900
-2.64,-1.11,0.35,360929
-2.5,-1.04,0.28,360958
-2.5,-1.04,0.28,360987
-2.57,-0.97,0.35,361017
-2.57,-1.04,0.35,361046
-2.64,-1.18,0.28,361074
-2.64,-1.11,0.28,361104
-2.57,-1.04,0.28,361133
-2.57,-1.11,0.21,361162
-2.5,-1.04,0.35,361191
-2.57,-1.11,0.35,361221
-2.57,-1.18,0.42,361249
-2.57,-1.11,0.28,361278
-2.5,-1.11,0.21,361308
-2.57,-1.11,0.35,361336
-2.64,-1.11,0.28,361366
-2.57,-1.04,0.35,361395
-2.57,-1.11,0.28,361424
-2.57,-1.11,0.28,361453
-2.57,-1.04,0.35,361483
-2.57,-1.04,0.42,361511
-2.57,-1.11,0.28,361540
-2.57,-1.18,0.28,361570
-2.57,-1.11,0.28,361598
-2.57,-1.04,0.28,361628
-2.64,-1.11,0.35,361657
-2.64,-1.11,0.35,361687
-2.57,-1.11,0.28,361715
-2.57,-1.04,0.35,361744
-2.57,-1.11,0.35,361774
-2.57,-1.04,0.28,361802
-2.57,-1.11,0.35,361832
-2.64,-1.11,0.35,361861
-2.57,-1.11,0.35,361890
-2.5,-1.04,0.28,361919
-2.71,-1.11,0.35,361949
-2.57,-1.11,0.28,361977
-2.57,-0.97,0.35,362006
-2.57,-1.18,0.35,362036
-2.5,-1.04,0.28,362064
-2.57,-1.11,0.28,362094
-2.64,-1.11,0.35,362123
-2.57,-1.11,0.35,362152
-2.71,-1.11,0.35,362181
-2.64,-1.04,0.28,362210
-2.64,-1.11,0.35,362240
-2.57,-1.11,0.28,362268
-2.57,-1.11,0.28,362298
-2.57,-1.04,0.35,362327
-2.57,-1.11,0.35,362356
-2.57,-1.11,0.35,362385
-2.64,-1.04,0.35,362415
-2.57,-1.11,0.35,362443
-2.64,-1.04,0.28,362472
-2.64,-1.11,0.35,362502
-2.57,-1.04,0.35,362530
-2.64,-1.04,0.35,362560
-2.57,-1.11,0.28,362589
-2.57,-1.04,0.28,362618
-2.64,-1.18,0.35,362647
-2.64,-1.04,0.35,362676
-2.64,-1.04,0.28,362705
-2.57,-1.04,0.28,362734
-2.64,-1.04,0.35,362764
-2.57,-1.18,0.35,362792
-2.5,-1.04,0.35,362822
-2.64,-1.11,0.35,362851
-2.64,-1.11,0.28,362881
-2.57,-1.04,0.28,362909
-2.71,-1.04,0.35,362938
-2.64,-1.04,0.35,362968
-2.5,-1.11,0.35,362996
-2.57,-1.11,0.35,363026
-2.64,-1.11,0.28,363055
-2.5,-1.18,0.28,363084
-2.57,-1.18,0.35,363113
-2.64,-1.11,0.28,363142
-2.64,-1.04,0.35,363171
-2.64,-1.04,0.28,363200
-2.5,-0.97,0.28,363230
-2.43,-1.04,0.42,363258
-2.57,-1.18,0.35,363288
-2.57,-1.04,0.35,363317
-2.57,-1.11,0.21,363346
-2.57,-1.11,0.35,363375
-2.64,-0.97,0.35,363404
-2.57,-1.11,0.28,363433
-2.5,-1.11,0.28,363462
-2.57,-1.18,0.35,363492
-2.64,-0.97,0.28,363521
-2.57,-1.04,0.28,363550
-2.64,-1.11,0.28,363579
-2.57,-1.11,0.28,363608
-2.57,-1.11,0.35,363637
-2.57,-1.11,0.28,363666
-2.57,-1.11,0.28,363696
-2.64,-1.18,0.28,363724
-2.64,-1.04,0.28,363754
-2.5,-1.18,0.28,363783
-2.64,-1.11,0.21,363812
-2.5,-1.18,0.28,363841
-2.57,-1.11,0.35,363870
-2.64,-1.04,0.35,363899
-2.57,-1.04,0.28,363928
-2.57,-1.04,0.28,363958
-2.57,-1.11,0.42,363986
-2.64,-1.04,0.35,364016
-2.64,-1.11,0.21,364045
-2.57,-1.04,0.28,364073
-2.57,-1.11,0.35,364103
-2.64,-1.04,0.28,364132
-2.57,-1.04,0.35,364162
-2.64,-1.04,0.35,364190
-2.57,-1.04,0.42,364220
-2.64,-1.18,0.35,364249
-2.64,-1.11,0.42,364278
-2.57,-1.04,0.35,364307
-2.57,-1.11,0.35,364336
-2.57,-1.11,0.35,364365
-2.64,-1.04,0.21,364394
-2.5,-1.04,0.35,364424
-2.57,-1.11,0.35,364452
-2.57,-1.11,0.21,364482
-2.64,-1.04,0.35,364511
-2.64,-1.04,0.28,364539
-2.64,-1.11,0.28,364569
-2.71,-1.11,0.28,364598
-2.57,-1.18,0.42,364627
-2.57,-1.11,0.35,364656
-2.64,-1.11,0.28,364686
-2.57,-1.11,0.28,364715
-2.57,-1.04,0.35,364744
-2.57,-1.11,0.28,364773
-2.5,-1.11,0.35,364802
-2.57,-1.11,0.35,364831
-2.57,-1.04,0.35,364860
-2.57,-1.11,0.21,364890
-2.57,-1.11,0.28,364918
-2.57,-1.18,0.28,364948
-2.5,-1.11,0.28,364977
-2.57,-1.04,0.28,365005
-2.57,-1.04,0.28,365035
-2.71,-1.04,0.28,365064
-2.57,-1.11,0.35,365093
-2.57,-1.11,0.42,365122
-2.57,-1.11,0.28,365152
-2.64,-1.11,0.28,365180
-2.57,-1.11,0.28,365210
-2.57,-1.11,0.28,365239
-2.64,-1.11,0.28,365267
-2.57,-1.11,0.35,365297
-2.64,-1.18,0.28,365326
-2.71,-1.11,0.28,365356
-2.57,-1.11,0.28,365384
-2.57,-1.11,0.35,365414
-2.57,-1.04,0.35,365443
-2.64,-1.18,0.28,365471
-2.5,-1.04,0.35,365501
-2.64,-1.11,0.28,365530
-2.57,-1.04,0.35,365559
-2.64,-1.11,0.28,365588
-2.57,-1.11,0.35,365618
-2.57,-1.04,0.28,365646
-2.5,-1.04,0.28,365676
-2.57,-1.11,0.28,365705
-2.64,-1.04,0.28,365733
-2.71,-1.04,0.28,365763
-2.5,-1.04,0.35,365792
-2.5,-1.04,0.35,365821
-2.64,-1.11,0.35,365850
-2.64,-1.04,0.35,365880
-2.64,-1.04,0.28,365908
-2.57,-1.11,0.35,365937
-2.64,-1.04,0.42,365967
-2.64,-1.04,0.35,365996
-2.64,-1.11,0.35,366025
-2.57,-1.04,0.35,366054
-2.57,-0.97,0.35,366084
-2.64,-1.11,0.35,366112
-2.64,-1.11,0.28,366142
-2.57,-1.11,0.35,366171
-2.57,-1.04,0.28,366199
-2.57,-1.04,0.28,366229
-2.57,-1.11,0.35,366258
-2.64,-1.18,0.35,366287
-2.5,-1.04,0.42,366316
-2.57,-1.04,0.42,366346
-2.71,-1.11,0.35,366374
-2.5,-1.04,0.28,366403
-2.57,-1.11,0.42,366433
-2.64,-1.11,0.28,366461
-2.64,-1.11,0.35,366491
-2.57,-1.04,0.35,366520
-2.64,-1.11,0.35,366550
-2.57,-1.04,0.21,366578
-2.57,-1.11,0.28,366608
-2.64,-1.11,0.35,366637
-2.57,-1.04,0.35,366665
-2.57,-1.11,0.28,366695
-2.57,-1.04,0.28,366724
-2.57,-1.11,0.28,366753
-2.71,-1.11,0.28,366782
-2.5,-1.11,0.35,366812
-2.57,-1.04,0.35,366840
-2.5,-1.11,0.28,366869
-2.5,-1.04,0.35,366899
-2.64,-1.04,0.35,366927
-2.57,-1.04,0.35,366957
-2.64,-1.04,0.35,366986
-2.57,-1.11,0.35,367015
-2.57,-1.11,0.35,367044
-2.64,-1.18,0.28,367074
-2.57,-1.04,0.35,367102
-2.57,-1.11,0.28,367131
-2.64,-1.11,0.28,367161
-2.64,-1.11,0.28,367190
-2.57,-1.04,0.21,367219
-2.57,-1.11,0.28,367248
-2.64,-1.04,0.35,367278
-2.57,-1.11,0.35,367306
-2.57,-1.11,0.35,367335
-2.64,-1.04,0.35,367365
-2.64,-1.04,0.35,367393
-2.64,-1.11,0.28,367423
-2.5,-1.11,0.28,367452
-2.64,-1.11,0.35,367481
-2.64,-1.11,0.28,367510
-2.57,-1.11,0.42,367540
-2.57,-1.11,0.28,367568
-2.64,-1.04,0.28,367597
-2.5,-1.04,0.28,367627
-2.64,-1.11,0.35,367655
-2.57,-1.04,0.35,367685
-2.64,-0.97,0.28,367714
-2.57,-1.04,0.28,367744
-2.64,-1.18,0.35,367772
-2.5,-1.11,0.21,367801
-2.64,-1.04,0.21,367831
-2.5,-1.04,0.35,367859
-2.64,-1.04,0.28,367889
-2.64,-1.11,0.28,367918
-2.57,-1.04,0.28,367947
-2.5,-1.11,0.28,367976
-2.57,-1.11,0.21,368006
-2.57,-1.11,0.35,368034
-2.57,-1.04,0.35,368063
-2.5,-1.11,0.35,368093
-2.57,-1.04,0.35,368121
-2.64,-1.11,0.35,368151
-2.64,-1.18,0.28,368180
-2.5,-1.18,0.21,368209
-2.57,-1.11,0.35,368238
-2.57,-1.11,0.35,368267
-2.71,-1.11,0.35,368296
-2.5,-1.04,0.21,368325
-2.57,-1.04,0.28,368355
-2.57,-1.11,0.35,368384
-2.64,-0.97,0.28,368413
-2.5,-1.11,0.35,368442
-2.57,-1.04,0.35,368472
-2.57,-1.11,0.28,368500
-2.71,-1.11,0.35,368529
-2.71,-1.11,0.28,368559
-2.57,-1.11,0.35,368587
-2.57,-1.11,0.28,368617
-2.57,-1.11,0.28,368646
-2.64,-1.11,0.21,368675
-2.57,-1.11,0.28,368704
-2.57,-1.04,0.21,368733
-2.64,-1.04,0.28,368762
-2.57,-1.11,0.28,368791
-2.57,-1.04,0.21,368821
-2.57,-1.04,0.35,368849
-2.57,-1.11,0.35,368879
-2.57,-1.04,0.28,368908
-2.57,-1.04,0.28,368937
-2.57,-1.11,0.28,368966
-2.57,-1.11,0.28,368995
-2.57,-1.11,0.28,369025
-2.57,-1.11,0.28,369053
-2.64,-1.11,0.28,369083
-2.57,-1.11,0.35,369112
-2.5,-1.11,0.42,369141
-2.57,-1.11,0.35,369170
-2.57,-1.11,0.35,369199
-2.57,-1.11,0.35,369228
-2.57,-1.04,0.35,369257
-2.57,-1.04,0.28,369287
-2.57,-1.11,0.28,369315
-2.64,-1.18,0.28,369345
-2.57,-0.97,0.28,369374
-2.64,-1.04,0.42,369403
-2.57,-1.11,0.35,369432
-2.57,-1.04,0.35,369461
-2.57,-1.04,0.28,369490
-2.57,-1.11,0.35,369519
-2.5,-1.11,0.28,369549
-2.64,-1.11,0.14,369577
-2.64,-1.18,0.35,369607
-2.64,-1.11,0.35,369636
-2.57,-1.11,0.28,369665
-2.64,-1.11,0.28,369694
-2.57,-1.11,0.35,369723
-2.5,-1.11,0.28,369753
-2.57,-1.04,0.28,369781
-2.71,-1.04,0.35,369811
-2.64,-1.11,0.35,369840
-2.5,-1.04,0.35,369869
-2.5,-1.11,0.28,369898
-2.57,-1.11,0.28,369927
-2.64,-1.04,0.35,369956
-2.64,-1.11,0.35,369985
-2.57,-1.04,0.35,370015
-2.57,-1.04,0.35,370043
-2.5,-1.04,0.42,370073
-2.64,-1.11,0.35,370102
-2.64,-1.04,0.35,370130
-2.57,-1.11,0.28,370160
-2.5,-1.11,0.35,370189
-2.64,-1.04,0.42,370219
-2.64,-1.04,0.35,370247
-2.57,-1.04,0.28,370277
-2.5,-1.11,0.21,370306
-2.57,-1.11,0.42,370335
-2.57,-1.18,0.35,370364
-2.57,-1.11,0.35,370393
-2.5,-1.11,0.35,370422
-2.64,-1.11,0.35,370451
-2.57,-1.04,0.28,370481
-2.5,-1.11,0.35,370509
-2.57,-1.04,0.28,370539
-2.57,-1.04,0.28,370568
-2.57,-1.18,0.42,370596
-2.57,-1.11,0.35,370626
-2.57,-1.18,0.28,370655
-2.5,-1.04,0.28,370684
-2.57,-1.04,0.35,370713
-2.64,-1.04,0.35,370743
-2.57,-1.04,0.28,370771
-2.57,-1.04,0.35,370801
-2.5,-1.04,0.35,370830
-2.57,-0.97,0.35,370859
-2.57,-1.04,0.35,370888
-2.57,-1.04,0.35,370917
-2.57,-1.04,0.42,370947
-2.71,-1.04,0.35,370975
-2.64,-1.04,0.35,371005
-2.64,-1.11,0.28,371034
-2.57,-1.11,0.35,371062
-2.57,-1.04,0.28,371092
-2.57,-1.04,0.35,371121
-2.5,-1.11,0.28,371150
-2.57,-1.18,0.28,371179
-2.57,-1.04,0.21,371209
-2.5,-1.04,0.35,371237
-2.64,-1.11,0.35,371267
-2.5,-1.18,0.42,371296
-2.64,-1.11,0.28,371324
-2.5,-1.11,0.28,371354
-2.64,-1.04,0.35,371383
-2.5,-1.18,0.35,371412
-2.64,-1.11,0.35,371441
-2.57,-1.11,0.35,371471
-2.64,-1.04,0.28,371500
-2.57,-1.11,0.28,371528
-2.57,-1.11,0.28,371558
-2.57,-1.04,0.28,371587
-2.57,-1.04,0.28,371616
-2.64,-1.04,0.35,371645
-2.64,-1.04,0.35,371675
-2.57,-1.11,0.35,371703
-2.57,-0.97,0.35,371733
-2.57,-1.11,0.28,371762
-2.64,-1.04,0.35,371790
-2.57,-1.11,0.28,371820
-2.57,-1.18,0.35,371849
-2.57,-1.11,0.35,371878
-2.64,-1.04,0.28,371907
-2.57,-1.04,0.42,371937
-2.64,-1.04,0.28,371965
-2.57,-1.11,0.28,371994
-2.57,-1.18,0.42,372024
-2.64,-1.11,0.35,372052
-2.5,-1.11,0.28,372082
-2.64,-1.11,0.35,372111
-2.64,-1.11,0.35,372141
-2.57,-1.11,0.28,372169
-2.64,-1.04,0.35,372199
-2.57,-1.04,0.28,372228
-2.57,-1.11,0.35,372256
-2.57,-1.04,0.35,372286
-2.57,-1.04,0.28,372315
-2.64,-1.11,0.35,372344
-2.64,-1.18,0.28,372373
-2.57,-1.11,0.35,372403
-2.64,-0.97,0.35,372431
-2.64,-1.04,0.28,372460
-2.57,-1.11,0.35,372490
-2.57,-1.04,0.35,372518
-2.57,-1.11,0.28,372548
-2.5,-1.11,0.42,372577
-2.57,-0.97,0.35,372606
-2.64,-1.11,0.35,372635
-2.57,-1.11,0.35,372665
-2.57,-1.11,0.35,372694
-2.71,-1.04,0.21,372722
-2.57,-1.04,0.28,372752
-2.57,-1.18,0.35,372781
-2.64,-1.04,0.35,372810
-2.57,-1.18,0.28,372839
-2.64,-1.04,0.35,372869
-2.57,-1.04,0.35,372897
-2.64,-1.11,0.28,372926
-2.64,-1.11,0.21,372956
-2.57,-1.04,0.28,372984
-2.64,-1.04,0.28,373014
-2.57,-1.18,0.28,373043
-2.57,-1.11,0.35,373072
-2.57,-1.04,0.35,373101
-2.57,-1.04,0.28,373131
-2.64,-1.11,0.35,373159
-2.57,-1.04,0.35,373188
-2.64,-1.11,0.35,373218
-2.64,-1.04,0.28,373246
-2.57,-1.11,0.35,373276
-2.64,-1.11,0.35,373305
-2.64,-1.04,0.28,373335
-2.57,-0.97,0.28,373363
-2.64,-1.11,0.28,373392
-2.57,-1.18,0.21,373422
-2.64,-0.97,0.35,373450
-2.5,-1.11,0.35,373480
-2.43,-1.11,0.28,373509
-2.64,-1.11,0.28,373538
-2.57,-1.11,0.28,373567
-2.64,-1.04,0.28,373597
-2.64,-1.11,0.28,373625
-2.64,-1.11,0.42,373654
-2.57,-1.11,0.35,373684
-2.57,-1.04,0.35,373712
-2.57,-1.18,0.35,373742
-2.5,-1.04,0.35,373771
-2.64,-1.11,0.28,373800
-2.64,-1.11,0.35,373829
-2.64,-1.18,0.35,373858
-2.57,-1.11,0.35,373888
-2.57,-1.04,0.28,373916
-2.5,-1.11,0.28,373946
-2.57,-1.04,0.35,373975
-2.57,-1.25,0.28,374004
-2.5,-1.18,0.28,374033
-2.57,-1.11,0.35,374063
-2.57,-1.04,0.42,374091
-2.5,-1.11,0.28,374120
-2.64,-1.11,0.35,374150
-2.57,-1.18,0.35,374178
-2.57,-1.11,0.35,374208
-2.57,-1.11,0.28,374237
-2.64,-1.04,0.28,374266
-2.43,-1.04,0.35,374295
-2.64,-1.04,0.35,374324
-2.64,-1.04,0.28,374353
-2.64,-1.11,0.42,374382
-2.64,-1.04,0.35,374412
-2.64,-1.04,0.28,374440
-2.57,-0.97,0.28,374470
-2.64,-1.04,0.35,374499
-2.57,-1.11,0.28,374529
-2.5,-1.11,0.28,374557
-2.64,-1.11,0.28,374586
-2.71,-1.04,0.35,374616
-2.57,-1.11,0.28,374644
-2.64,-1.04,0.21,374674
-2.64,-1.11,0.35,374703
-2.64,-1.04,0.42,374732
-2.57,-1.11,0.28,374761
-2.57,-1.11,0.21,374790
-2.5,-1.18,0.28,374819
-2.64,-1.11,0.28,374848
-2.5,-1.04,0.35,374878
-2.57,-1.11,0.35,374906
-2.64,-1.04,0.28,374936
-2.64,-1.11,0.28,374965
-2.57,-1.04,0.35,374994
-2.64,-1.04,0.28,375023
-2.64,-1.11,0.35,375052
-2.57,-1.11,0.35,375081
-2.57,-1.18,0.28,375110
-2.64,-1.11,0.35,375140
-2.57,-1.04,0.35,375169
-2.57,-1.04,0.28,375198
-2.64,-1.04,0.42,375227
-2.64,-1.04,0.35,375256
-2.57,-1.11,0.28,375285
-2.64,-1.11,0.28,375314
-2.57,-1.11,0.28,375344
-2.64,-1.11,0.35,375372
-2.57,-1.04,0.35,375402
-2.57,-1.04,0.28,375431
-2.64,-1.04,0.28,375460
-2.57,-1.18,0.28,375489
-2.64,-1.04,0.28,375518
-2.57,-1.11,0.42,375547
-2.57,-1.11,0.35,375576
-2.64,-1.11,0.35,375606
-2.71,-1.11,0.35,375634
-2.64,-1.25,0.35,375664
-2.5,-1.11,0.42,375693
-2.57,-1.11,0.35,375721
-2.64,-1.11,0.35,375751
-2.64,-1.04,0.28,375780
-2.64,-1.18,0.42,375810
-2.57,-1.04,0.28,375838
-2.5,-1.04,0.42,375868
-2.5,-0.97,0.28,375897
-2.5,-1.11,0.35,375926
-2.5,-1.11,0.35,375955
-2.57,-1.04,0.35,375984
-2.64,-1.18,0.28,376013
-2.57,-0.97,0.21,376042
-2.57,-1.04,0.28,376072
-2.57,-1.11,0.28,376100
-2.57,-1.04,0.28,376130
-2.64,-1.04,0.35,376159
-2.71,-1.11,0.28,376187
-2.43,-1.11,0.35,376217
-2.5,-1.04,0.28,376246
-2.5,-1.11,0.35,376275
-2.57,-1.11,0.35,376304
-2.5,-1.04,0.35,376334
-2.64,-1.04,0.28,376363
-2.64,-1.18,0.42,376392
-2.71,-1.04,0.35,376421
-2.57,-1.11,0.35,376450
-2.57,-1.04,0.21,376479
-2.64,-1.18,0.28,376508
-2.64,-1.04,0.28,376538
-2.64,-1.11,0.28,376566
-2.64,-1.11,0.28,376596
-2.57,-1.11,0.21,376625
-2.64,-1.18,0.28,376653
-2.5,-1.18,0.35,376683
-2.64,-1.11,0.42,376712
-2.71,-1.18,0.35,376741
-2.5,-1.04,0.21,376770
-2.64,-1.11,0.28,376800
-2.43,-1.18,0.28,376828
-2.64,-1.11,0.28,376858
-2.57,-1.11,0.21,376887
-2.64,-1.11,0.28,376915
-2.57,-1.11,0.28,376945
-2.64,-1.11,0.35,376974
-2.57,-1.11,0.28,377004
-2.57,-1.11,0.35,377032
-2.57,-1.11,0.35,377062
-2.64,-1.18,0.35,377091
-2.57,-0.97,0.35,377119
-2.64,-1.11,0.35,377149
-2.64,-1.11,0.35,377178
-2.64,-1.04,0.28,377207
-2.57,-1.04,0.35,377236
-2.64,-1.11,0.28,377266
-2.57,-1.04,0.28,377294
-2.5,-1.11,0.28,377324
-2.57,-1.11,0.35,377353
-2.57,-1.11,0.28,377381
-2.64,-1.11,0.35,377411
-2.64,-1.11,0.35,377440
-2.64,-1.11,0.28,377469
-2.57,-1.11,0.35,377498
-2.64,-1.11,0.28,377528
-2.57,-1.11,0.28,377556
-2.5,-1.04,0.35,377585
-2.64,-1.11,0.35,377615
-2.57,-1.04,0.35,377644
-2.57,-1.04,0.35,377673
-2.57,-1.11,0.35,377702
-2.57,-1.04,0.35,377732
-2.57,-1.04,0.28,377760
-2.57,-1.11,0.42,377790
-2.57,-1.04,0.28,377819
-2.57,-1.04,0.35,377847
-2.57,-1.11,0.35,377877
-2.64,-1.18,0.35,377906
-2.43,-1.04,0.28,377935
-2.57,-1.04,0.35,377964
-2.57,-1.04,0.35,377994
-2.64,-1.11,0.28,378022
-2.57,-1.04,0.28,378051
-2.57,-1.11,0.28,378081
-2.57,-1.11,0.35,378109
-2.57,-1.04,0.28,378139
-2.64,-1.11,0.35,378168
-2.64,-1.11,0.35,378198
-2.64,-1.11,0.35,378226
-2.57,-1.04,0.35,378256
-2.5,-1.11,0.35,378285
-2.64,-1.25,0.28,378313
-2.64,-1.11,0.35,378343
-2.57,-1.04,0.35,378372
-2.57,-1.04,0.35,378401
-2.5,-1.11,0.35,378430
-2.57,-1.11,0.28,378460
-2.57,-1.04,0.35,378488
-2.57,-1.18,0.35,378517
-2.57,-1.04,0.35,378547
-2.64,-1.18,0.35,378575
-2.57,-1.04,0.35,378605
-2.64,-1.04,0.35,378634
-2.64,-1.11,0.35,378663
-2.5,-1.04,0.35,378692
-2.57,-0.97,0.35,378722
-2.64,-1.11,0.35,378750
-2.57,-1.04,0.28,378779
-2.64,-1.11,0.28,378809
-2.57,-1.11,0.28,378838
-2.64,-1.11,0.28,378867
-2.64,-1.11,0.35,378896
-2.64,-1.18,0.35,378926
-2.57,-1.11,0.35,378954
-2.57,-1.04,0.28,378983
-2.5,-1.04,0.35,379013
-2.57,-1.04,0.28,379041
-2.57,-1.18,0.35,379071
-2.57,-1.04,0.35,379100
-2.57,-1.04,0.35,379129
-2.57,-1.04,0.28,379158
-2.57,-1.04,0.35,379188
-2.57,-1.18,0.35,379216
-2.5,-1.11,0.35,379245
-2.57,-1.11,0.28,379275
-2.64,-1.04,0.28,379303
-2.57,-0.97,0.35,379333
-2.57,-1.04,0.35,379362
-2.64,-1.18,0.35,379392
-2.57,-1.04,0.35,379420
-2.57,-1.04,0.28,379449
-2.57,-1.11,0.35,379479
-2.64,-1.11,0.42,379507
-2.57,-1.11,0.35,379537
-2.64,-1.04,0.28,379566
-2.57,-1.18,0.35,379595
-2.57,-1.11,0.35,379624
-2.64,-1.04,0.35,379654
-2.57,-1.11,0.28,379682
-2.57,-1.11,0.35,379711
-2.64,-1.11,0.28,379741
-2.5,-1.11,0.35,379769
-2.64,-1.11,0.28,379799
-2.57,-1.18,0.35,379828
-2.64,-1.11,0.35,379857
-2.64,-1.11,0.28,379886
-2.5,-1.11,0.35,379915
-2.64,-1.11,0.35,379944
-2.64,-1.11,0.35,379973
-2.64,-1.04,0.28,380003
-2.64,-1.11,0.42,380032
-2.64,-1.11,0.35,380061
-2.5,-1.11,0.21,380090
-2.57,-1.11,0.35,380120
-2.57,-1.11,0.42,380148
-2.71,-1.04,0.28,380177
-2.5,-1.04,0.35,380207
-2.64,-1.04,0.42,380235
-2.57,-1.11,0.35,380265
